SourceCSV,RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
all_logs.csv,1,1,2010-11-21 03:58:31.1243721,1532,Info,Microsoft-Windows-User Profiles Service,Application,928,996,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,Classic,0,"{""EventData"":""""}"
all_logs.csv,2,2,2024-05-27 02:36:42.0000000,4625,Info,Microsoft-Windows-EventSystem,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":[{""@Name"":""param1"",""#text"":""86400""},{""@Name"":""param2"",""#text"":""SuppressDuplicateDuration""},{""@Name"":""param3"",""#text"":""Software\\Microsoft\\EventSystem\\EventLog""}]}}"
all_logs.csv,3,3,2024-05-27 02:36:42.2812500,1531,Info,Microsoft-Windows-User Profiles Service,Application,868,940,37L4247F27-25,0,S-1-5-18,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,Classic,0,"{""EventData"":""""}"
all_logs.csv,4,4,2024-05-27 02:36:45.0000000,5615,LogAlways,Microsoft-Windows-WMI,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
all_logs.csv,5,5,2024-05-27 02:36:46.0000000,5617,LogAlways,Microsoft-Windows-WMI,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
all_logs.csv,6,6,2024-05-27 02:36:55.0000000,1001,Info,Windows Error Reporting,Application,0,0,37L4247F27-25,0,,Application Crash,,,,,,,,,"0, PnPDriverNotFound, Not available, 0, x64, ACPI\QEMUVGID, 
C:\Windows\Temp\DMIAD76.tmp.log.xml, C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_x64_ce57e481881768e3adb36780f34bf1921ef3dec6_cab_0644adb4, 0, faefc1ca-1bd1-11ef-a968-b880b7e05fa3, 6",False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""0, PnPDriverNotFound, Not available, 0, x64, ACPI\\QEMUVGID, \nC:\\Windows\\Temp\\DMIAD76.tmp.log.xml, C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportQueue\\NonCritical_x64_ce57e481881768e3adb36780f34bf1921ef3dec6_cab_0644adb4, 0, faefc1ca-1bd1-11ef-a968-b880b7e05fa3, 6"",""Binary"":""""}}"
all_logs.csv,7,7,2024-05-27 02:36:56.0000000,1001,Info,Windows Error Reporting,Application,0,0,37L4247F27-25,0,,Application Crash,,,,,,,,,"0, PnPDriverNotFound, Not available, 0, x64, ACPI\QEMU0002, 
C:\Windows\Temp\DMIB2D5.tmp.log.xml, C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_x64_7e7688eac2ab845272f4daac96479e93e0f0a5_cab_0774b2e4, 0, fbbccc06-1bd1-11ef-a968-b880b7e05fa3, 6",False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""0, PnPDriverNotFound, Not available, 0, x64, ACPI\\QEMU0002, \nC:\\Windows\\Temp\\DMIB2D5.tmp.log.xml, C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportQueue\\NonCritical_x64_7e7688eac2ab845272f4daac96479e93e0f0a5_cab_0774b2e4, 0, fbbccc06-1bd1-11ef-a968-b880b7e05fa3, 6"",""Binary"":""""}}"
all_logs.csv,8,8,2024-05-27 02:36:59.0000000,1001,Info,Windows Error Reporting,Application,0,0,37L4247F27-25,0,,Application Crash,,,,,,,,,"0, PnPGenericDriverFound, Not available, 0, x64, PCI\VEN_1234&amp;DEV_1111&amp;SUBSYS_11001AF4&amp;REV_02, C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_x64_14581a24ae3cd03160d66be822236893de867_cab_05b4bd16, 0, fd4d5716-1bd1-11ef-a968-b880b7e05fa3, 6",False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""0, PnPGenericDriverFound, Not available, 0, x64, PCI\\VEN_1234&amp;DEV_1111&amp;SUBSYS_11001AF4&amp;REV_02, C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportQueue\\NonCritical_x64_14581a24ae3cd03160d66be822236893de867_cab_05b4bd16, 0, fd4d5716-1bd1-11ef-a968-b880b7e05fa3, 6"",""Binary"":""""}}"
all_logs.csv,9,9,2024-05-27 02:36:59.0000000,1001,Info,Windows Error Reporting,Application,0,0,37L4247F27-25,0,,Application Crash,,,,,,,,,"0, PnPDriverNotFound, Not available, 0, x64, PCI\VEN_1AF4&amp;DEV_1000&amp;SUBSYS_00011AF4&amp;REV_00, 
C:\Windows\Temp\DMIBF68.tmp.log.xml, C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_x64_114424582516dd9c68770cde732df86a8f6619_cab_0498bf77, 0, fdaa52cc-1bd1-11ef-a968-b880b7e05fa3, 6",False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""0, PnPDriverNotFound, Not available, 0, x64, PCI\\VEN_1AF4&amp;DEV_1000&amp;SUBSYS_00011AF4&amp;REV_00, \nC:\\Windows\\Temp\\DMIBF68.tmp.log.xml, C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportQueue\\NonCritical_x64_114424582516dd9c68770cde732df86a8f6619_cab_0498bf77, 0, fdaa52cc-1bd1-11ef-a968-b880b7e05fa3, 6"",""Binary"":""""}}"
all_logs.csv,10,10,2024-05-27 02:37:00.0000000,1001,Info,Windows Error Reporting,Application,0,0,37L4247F27-25,0,,Application Crash,,,,,,,,,"0, PnPDriverNotFound, Not available, 0, x64, PCI\VEN_1AF4&amp;DEV_1002&amp;SUBSYS_00051AF4&amp;REV_00, 
C:\Windows\Temp\DMIC284.tmp.log.xml, C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_x64_d0c641ef89a8d207056286596bafe75f59844_cab_0588c294, 0, fe23eaba-1bd1-11ef-a968-b880b7e05fa3, 6",False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""0, PnPDriverNotFound, Not available, 0, x64, PCI\\VEN_1AF4&amp;DEV_1002&amp;SUBSYS_00051AF4&amp;REV_00, \nC:\\Windows\\Temp\\DMIC284.tmp.log.xml, C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportQueue\\NonCritical_x64_d0c641ef89a8d207056286596bafe75f59844_cab_0588c294, 0, fe23eaba-1bd1-11ef-a968-b880b7e05fa3, 6"",""Binary"":""""}}"
all_logs.csv,11,11,2024-05-27 02:37:05.0000000,1001,Info,Windows Error Reporting,Application,0,0,37L4247F27-25,0,,Application Crash,,,,,,,,,"0, PnPRequestAdditionalSoftware, Not available, 0, x64, USB\VID_0627&amp;PID_0001&amp;REV_0000, 6.1.1.0, 0409, input.inf, *, C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_x64_3eb5ea8473594499407cacbd9887e2953d50fd80_cab_0634d5af, 0, 010e2ac4-1bd2-11ef-a968-b880b7e05fa3, 6",False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""0, PnPRequestAdditionalSoftware, Not available, 0, x64, USB\\VID_0627&amp;PID_0001&amp;REV_0000, 6.1.1.0, 0409, input.inf, *, C:\\ProgramData\\Microsoft\\Windows\\WER\\ReportQueue\\NonCritical_x64_3eb5ea8473594499407cacbd9887e2953d50fd80_cab_0634d5af, 0, 010e2ac4-1bd2-11ef-a968-b880b7e05fa3, 6"",""Binary"":""""}}"
all_logs.csv,12,12,2024-05-27 02:37:10.0000000,900,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":"""",""Binary"":""""}}"
all_logs.csv,13,13,2024-05-27 02:37:10.0000000,1066,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""C:\\Windows\\system32\\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000\nC:\\Windows\\system32\\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000\nC:\\Windows\\system32\\sppobjs.dll, msft:rm/algorithm/pkey/2005, 0x00000000, 0x00000000\nC:\\Windows\\system32\\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000\nC:\\Windows\\system32\\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000\nC:\\Windows\\system32\\sppobjs.dll, msft:spp/volume/services/kms/licenserenewal/1.0, 0x00000000, 0x00000000\n"",""Binary"":""""}}"
all_logs.csv,14,14,2024-05-27 02:37:10.0000000,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(TM) - Component PPD License (DirectExperience), 63f7d6b3-2b29-5864-50cf-9f7231237dbe"",""Binary"":""""}}"
all_logs.csv,15,15,2024-05-27 02:37:10.0000000,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(TM) - Component PPD License (MathRecognizerEventsLicensing), 4a69babc-79ff-d8d0-e21f-1ad764610ba5"",""Binary"":""""}}"
all_logs.csv,16,16,2024-05-27 02:37:10.0000000,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(TM) - Component PPD License (MCLicense), 7e746adc-aded-b4e0-f905-958045b82a91"",""Binary"":""""}}"
all_logs.csv,17,17,2024-05-27 02:37:10.0000000,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(TM) - Component PPD License (MediaCenter), e3d4363f-c347-a427-5719-d0714ad4e28b"",""Binary"":""""}}"
all_logs.csv,18,18,2024-05-27 02:37:10.0000000,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(TM) - Component PPD License (Microsoft-Windows-AuxiliaryDisplay), bb84a932-2455-c803-5571-28702ab9ef37"",""Binary"":""""}}"
all_logs.csv,19,19,2024-05-27 02:37:10.0000000,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(TM) - Component PPD License (Microsoft-Windows-OfflineFiles-Core), fde9a948-da42-4dda-8551-5bc37d07ed22"",""Binary"":""""}}"
all_logs.csv,20,20,2024-05-27 02:37:11.0000000,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(TM) - Component PPD License (Microsoft-Windows-SensorsLicense), 50e07dda-3e8f-7f35-e0e3-93d2d5801978"",""Binary"":""""}}"
all_logs.csv,21,21,2024-05-27 02:37:11.0000000,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(TM) - Component PPD License (MobilePCMobilityCenter), 3dbac6e0-a3bc-8c89-90b5-5e95e1e4456f"",""Binary"":""""}}"
all_logs.csv,22,22,2024-05-27 02:37:11.0000000,1004,Info,Microsoft-Windows-Security-SPP,Application,0,0,37L4247F27-25,0,,,,,,,,,,,,False,C:\Users\BRIANNA\OneDrive\Documents\GitHub\NSSECU3_MP2\Win7_Files\Logs\Application.evtx,0x80000000000000,0,"{""EventData"":{""Data"":""Windows(TM) - Component PPD License (MobilePCPresentationSettings), 829de4ec-c68f-e5b5-bfc8-09faa229aa76"",""Binary"":""""}}"
