SourceCSV,ControlSet,CacheEntryPosition,Path,NormalizedTimestamp,Executed,Duplicate,SourceFile,RecordNumber,EventRecordId,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,Keywords,ExtraDataOffset,Payload,Note,SourceFilename,SourceCreated,SourceModified,SourceAccessed,ExecutableName,Hash,Size,Version,RunCount,PreviousRun0,PreviousRun1,PreviousRun2,PreviousRun3,PreviousRun4,PreviousRun5,PreviousRun6,Volume0Name,Volume0Serial,Volume0Created,Volume1Name,Volume1Serial,Volume1Created,Directories,FilesLoaded,ParsingError
appcompat.csv,2.0,83.0,C:\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorsvw.exe,2009-06-10 20:39:58+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,83.0,C:\Windows\Microsoft.NET\Framework64\v2.0.50727\mscorsvw.exe,2009-06-10 20:39:58+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,79.0,C:\Windows\Microsoft.NET\Framework\v2.0.50727\mscorsvw.exe,2009-06-10 21:23:09+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,79.0,C:\Windows\Microsoft.NET\Framework\v2.0.50727\mscorsvw.exe,2009-06-10 21:23:09+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,80.0,C:\Windows\SysWOW64\DllHost.exe,2009-07-14 01:14:18+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,80.0,C:\Windows\SysWOW64\DllHost.exe,2009-07-14 01:14:18+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,91.0,C:\Windows\SysWOW64\rundll32.exe,2009-07-14 01:14:31+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,91.0,C:\Windows\SysWOW64\rundll32.exe,2009-07-14 01:14:31+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,93.0,C:\Program Files (x86)\Windows Mail\WinMail.exe,2009-07-14 01:14:45+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,93.0,C:\Program Files (x86)\Windows Mail\WinMail.exe,2009-07-14 01:14:45+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,18.0,C:\Windows\SysWOW64\EhStorShell.dll,2009-07-14 01:15:14+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,18.0,C:\Windows\SysWOW64\EhStorShell.dll,2009-07-14 01:15:14+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,12.0,C:\Windows\system32\calc.exe,2009-07-14 01:38:57+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,12.0,C:\Windows\system32\calc.exe,2009-07-14 01:38:57+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,13.0,C:\Windows\system32\displayswitch.exe,2009-07-14 01:39:06+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,13.0,C:\Windows\system32\displayswitch.exe,2009-07-14 01:39:06+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,77.0,C:\Windows\System32\dinotify.exe,2009-07-14 01:39:06+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,20.0,C:\Windows\system32\DllHost.exe,2009-07-14 01:39:06+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,77.0,C:\Windows\System32\dinotify.exe,2009-07-14 01:39:06+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,20.0,C:\Windows\system32\DllHost.exe,2009-07-14 01:39:06+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,78.0,C:\Windows\system32\DrvInst.exe,2009-07-14 01:39:07+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,78.0,C:\Windows\system32\DrvInst.exe,2009-07-14 01:39:07+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,50.0,C:\Windows\system32\Dwm.exe,2009-07-14 01:39:08+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,50.0,C:\Windows\system32\Dwm.exe,2009-07-14 01:39:08+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,88.0,C:\Windows\System32\ie4uinit.exe,2009-07-14 01:39:12+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,88.0,C:\Windows\System32\ie4uinit.exe,2009-07-14 01:39:12+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,62.0,C:\Windows\system32\ipconfig.exe,2009-07-14 01:39:13+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,62.0,C:\Windows\system32\ipconfig.exe,2009-07-14 01:39:13+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,57.0,C:\Windows\system32\lsass.exe,2009-07-14 01:39:16+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,57.0,C:\Windows\system32\lsass.exe,2009-07-14 01:39:16+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,81.0,C:\Windows\system32\magnify.exe,2009-07-14 01:39:16+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,81.0,C:\Windows\system32\magnify.exe,2009-07-14 01:39:16+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,87.0,C:\Windows\System32\mctadmin.exe,2009-07-14 01:39:17+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,87.0,C:\Windows\System32\mctadmin.exe,2009-07-14 01:39:17+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,17.0,C:\Windows\system32\mspaint.exe,2009-07-14 01:39:24+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,17.0,C:\Windows\system32\mspaint.exe,2009-07-14 01:39:24+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,104.0,C:\Windows\System32\netsh.exe,2009-07-14 01:39:25+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,104.0,C:\Windows\System32\netsh.exe,2009-07-14 01:39:25+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,98.0,C:\Windows\system32\oobe\oobeldr.exe,2009-07-14 01:39:26+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,98.0,C:\Windows\system32\oobe\oobeldr.exe,2009-07-14 01:39:26+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,29.0,C:\Windows\System32\regsvr32.exe,2009-07-14 01:39:29+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,29.0,C:\Windows\System32\regsvr32.exe,2009-07-14 01:39:29+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,8.0,C:\Windows\System32\rundll32.exe,2009-07-14 01:39:31+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,8.0,C:\Windows\System32\rundll32.exe,2009-07-14 01:39:31+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,76.0,C:\Windows\system32\sc.exe,2009-07-14 01:39:35+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,76.0,C:\Windows\system32\sc.exe,2009-07-14 01:39:35+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,58.0,C:\Windows\system32\services.exe,2009-07-14 01:39:37+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,42.0,C:\Windows\system32\SearchIndexer.exe,2009-07-14 01:39:37+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,39.0,C:\Windows\system32\SearchProtocolHost.exe,2009-07-14 01:39:37+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,42.0,C:\Windows\system32\SearchIndexer.exe,2009-07-14 01:39:37+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,40.0,C:\Windows\system32\SearchFilterHost.exe,2009-07-14 01:39:37+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,58.0,C:\Windows\system32\services.exe,2009-07-14 01:39:37+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,40.0,C:\Windows\system32\SearchFilterHost.exe,2009-07-14 01:39:37+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,39.0,C:\Windows\system32\SearchProtocolHost.exe,2009-07-14 01:39:37+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,19.0,C:\Windows\system32\SnippingTool.exe,2009-07-14 01:39:41+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,19.0,C:\Windows\system32\SnippingTool.exe,2009-07-14 01:39:41+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,35.0,C:\Windows\System32\svchost.exe,2009-07-14 01:39:46+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,35.0,C:\Windows\System32\svchost.exe,2009-07-14 01:39:46+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,11.0,C:\Windows\system32\StikyNot.exe,2009-07-14 01:39:46+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,11.0,C:\Windows\system32\StikyNot.exe,2009-07-14 01:39:46+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,89.0,C:\Windows\System32\unregmp2.exe,2009-07-14 01:39:48+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,89.0,C:\Windows\System32\unregmp2.exe,2009-07-14 01:39:48+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,90.0,C:\Program Files\Windows Mail\WinMail.exe,2009-07-14 01:39:53+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,90.0,C:\Program Files\Windows Mail\WinMail.exe,2009-07-14 01:39:53+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,67.0,C:\Windows\system32\wbem\WMIADAP.EXE,2009-07-14 01:39:55+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,67.0,C:\Windows\system32\wbem\WMIADAP.EXE,2009-07-14 01:39:55+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,16.0,C:\Windows\system32\xpsrchvw.exe,2009-07-14 01:39:59+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,16.0,C:\Windows\system32\xpsrchvw.exe,2009-07-14 01:39:59+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,49.0,C:\Windows\System32\EhStorShell.dll,2009-07-14 01:40:36+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,49.0,C:\Windows\System32\EhStorShell.dll,2009-07-14 01:40:36+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,61.0,C:\Windows\System32\PhotoMetadataHandler.dll,2009-07-14 01:41:53+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,3.0,C:\Windows\System32\sendmail.dll,2009-07-14 01:41:53+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,61.0,C:\Windows\System32\PhotoMetadataHandler.dll,2009-07-14 01:41:53+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,3.0,C:\Windows\System32\sendmail.dll,2009-07-14 01:41:53+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,85.0,C:\Program Files\Common Files\System\wab32.dll,2009-07-14 01:41:56+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,85.0,C:\Program Files\Common Files\System\wab32.dll,2009-07-14 01:41:56+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,43.0,C:\Windows\System32\prnfldr.dll,2010-11-21 03:23:48+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,43.0,C:\Windows\System32\prnfldr.dll,2010-11-21 03:23:48+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,66.0,C:\Windows\System32\DeviceCenter.dll,2010-11-21 03:23:51+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,47.0,C:\Windows\System32\ntshrui.dll,2010-11-21 03:23:51+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,66.0,C:\Windows\System32\DeviceCenter.dll,2010-11-21 03:23:51+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,47.0,C:\Windows\System32\ntshrui.dll,2010-11-21 03:23:51+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,97.0,C:\Windows\system32\oobe\msoobe.exe,2010-11-21 03:23:52+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,97.0,C:\Windows\system32\oobe\msoobe.exe,2010-11-21 03:23:52+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,56.0,C:\Windows\system32\lsm.exe,2010-11-21 03:23:53+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,56.0,C:\Windows\system32\lsm.exe,2010-11-21 03:23:53+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,46.0,C:\Windows\System32\shdocvw.dll,2010-11-21 03:23:54+00:00,No,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,46.0,C:\Windows\System32\shdocvw.dll,2010-11-21 03:23:54+00:00,No,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,101.0,C:\Windows\system32\vssvc.exe,2010-11-21 03:23:55+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,63.0,C:\Windows\System32\cmd.exe,2010-11-21 03:23:55+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,63.0,C:\Windows\System32\cmd.exe,2010-11-21 03:23:55+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,1.0,101.0,C:\Windows\system32\vssvc.exe,2010-11-21 03:23:55+00:00,Yes,False,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
appcompat.csv,2.0,53.0,C:\Windows\system32\sppsvc.exe,2010-11-21 03:23:56+00:00,Yes,True,win7_files\SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
